original_idx,chunk_idx,command,chunk_text
25,1,attr,"With the
-q
flag,
stdout
will be exactly
              and only the value of the attribute, suitable for storage
              directly into a file or processing via a piped command. LIST
The
-l
option tells
attr
to list the names of all the
              attributes that are associated with the object, and the
              number of bytes in the value of each of those attributes. With the
-q
flag,
stdout
will be a simple list of only the
              attribute names, one per line, suitable for input into a
              script."
25,2,attr,"With the
-q
flag,
stdout
will be a simple list of only the
              attribute names, one per line, suitable for input into a
              script. REMOVE
The
-r attrname
option tells
attr
to remove an attribute
              with the given name from the object if the attribute
              exists. There is no output on successful completion."
25,3,attr,"There is no output on successful completion. SET/CREATE
The
-s attrname
option tells
attr
to set the named
              attribute of the object to the value read from
stdin
. If
              an attribute with that name already exists, its value will
              be replaced with this one."
25,4,attr,"If
              an attribute with that name already exists, its value will
              be replaced with this one. If an attribute with that name
              does not already exist, one will be created with this
              value. With the
-V attrvalue
flag, the attribute will be
              set to have a value of
attrvalue
and
stdin
will not be
              read."
25,5,attr,"With the
-V attrvalue
flag, the attribute will be
              set to have a value of
attrvalue
and
stdin
will not be
              read. With the
-q
flag,
stdout
will not be used. Without
              the
-q
flag, a message showing the attribute name and the
              entire value will be printed."
25,6,attr,"Without
              the
-q
flag, a message showing the attribute name and the
              entire value will be printed. When the
-L
option is given and the named object is a symbolic
       link, operate on the attributes of the object referenced by the
       symbolic link. Without this option, operate on the attributes of
       the symbolic link itself."
25,7,attr,"Without this option, operate on the attributes of
       the symbolic link itself. When the
-R
option is given and the process has appropriate
       privileges, operate in the
root
attribute namespace rather that
       the
USER
attribute namespace. The
-S
option is similar, except it specifies use of the
security
attribute namespace."
25,8,attr,"The
-S
option is similar, except it specifies use of the
security
attribute namespace. When the
-q
option is given
attr
will try to keep quiet. It will
       output error messages (to
stderr
) but will not print status
       messages (to
stdout
)."
26,0,at,"The
at
utility shall read commands from standard input and group
       them together as an
at-job
, to be executed at a later time. The at-job shall be executed in a separate invocation of the
       shell, running in a separate process group with no controlling
       terminal, except that the environment variables, current working
       directory, file creation mask, and other implementation-defined
       execution-time attributes in effect when the
at
utility is
       executed shall be retained and used when the at-job is executed. When the at-job is submitted, the
at_job_id
and scheduled time
       shall be written to standard error."
26,1,at,"When the at-job is submitted, the
at_job_id
and scheduled time
       shall be written to standard error. The
at_job_id
is an identifier
       that shall be a string consisting solely of alphanumeric
       characters and the <period> character. The
at_job_id
shall be
       assigned by the system when the job is scheduled such that it
       uniquely identifies a particular job."
26,2,at,"The
at_job_id
shall be
       assigned by the system when the job is scheduled such that it
       uniquely identifies a particular job. User notification and the processing of the job's standard output
       and standard error are described under the
-m
option. Users shall be permitted to use
at
if their name appears in the
       file
at.allow
which is located in an implementation-defined
       directory."
